Company,Sector,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
Biocon Ltd.,Pharma,959.55,2823.036048,0.3932,11.19852951,0.130217712,0.123735746,0.153666904,10.94495411,0.132697909,83.20763723
Cadila Healthcare Ltd.,Pharma,379.45,5714.314534,0.2521,3.551990989,0.300957012,0.228190633,0.169523655,15.13969864,0.133768335,18.30085737
Dabur India Ltd.,FMCG,276.6,7167.351404,0.3198,5.089301348,0.349565324,0.363212292,0.153494225,10.92063101,0.134620298,0.253715114
Aban Offshore Ltd.,Shipping,246.75,211.8511839,0.5304,4.479197719,0.110470182,0.095079349,0.440715762,190.739458,0.134877963,9.229747676
Dhanuka Agritech Ltd.,Agri Inputs,775.45,570.5739943,0.2501,0.161108651,0.284673828,0.329831406,0.160311781,13.75940383,0.135031547,48.75311721
Glaxosmithkline Consumer Healthcare Ltd.,FMCG,5149.1,3185.468743,0.2754,0.949625535,0.297089602,0.359736144,0.155074727,13.52261016,0.135382116,-22.86801384
Jagran Prakashan Ltd.,Media & Ent.,175.4,843.4882918,0.3924,0.260018142,0.231256191,0.281426633,0.193701265,20.98146254,0.136933682,4.187704188
Marksans Pharma Ltd.,Pharma,40.3,242.6499137,0.5175,1.178863276,0.41943013,0.415383603,0.200451525,32.83280027,0.137393877,-59.53815261
Alembic Pharmaceuticals Ltd.,Pharma,606.6,1682.167552,0.2587,0.616803676,0.362669593,0.384248785,0.170606664,12.22307848,0.137598531,-10.39220031
De Nora India Ltd.,Cap. Goods,243.1,18.98394913,0.4292,0.038172819,0.113286554,0.164514374,0.129109775,16.07706715,0.139577756,-42.20848687
Seamec Ltd.,Logistics,83.05,31.06128487,0.2713,0.036173443,0.092282686,0.22349504,0.072335873,112.8382169,0.139633085,-20.33573141
Castrol India Ltd.,Chemicals,390.2,2838.743214,0.4047,6.555038204,0.76136837,1,0.200626118,11.95011223,0.140071868,-11.58944149
Colgate-Palmolive (India) Ltd.,FMCG,899.15,3597.468088,0.49,3.201629694,0.816643423,1,0.18765119,11.06873835,0.140504261,-5.297803992
Triveni Turbine Ltd.,Cap. Goods,118.45,574.9514346,0.2999,0.120569709,0.454006832,0.509349676,0.167061329,11.31864295,0.140710884,7.584014532
IRB Infrastructure Developers Ltd.,Infra.,214.1,1106.876159,0.4257,5.064282845,0.136735645,0.102605876,0.392687426,34.75980111,0.140762283,-15.02282199
JSW Energy Ltd.,Utilities,65.3,1575.398331,0.25,2.681394627,0.188192508,0.181263929,0.30208973,59.54151287,0.141334476,-22.30814991
Oriental Carbon & Chemicals Ltd.,Chemicals,816.4,123.6496705,0.4896,0.073293023,0.217665965,0.157209207,0.149379258,28.04718351,0.141579141,39.43637916
Ambuja Cements Ltd.,Cement,212.6,6209.887798,0.4972,7.031473419,0.145697338,0.18756194,0.141899751,16.06070886,0.142664776,4.703275055
Himachal Futuristic Communications Ltd.,Industrials,13.2,240.655745,0.6103,0.650868552,0.461663118,0.330288559,0.051310775,106.0880554,0.143944349,-41.20267261
Mindtree Ltd.,IT,500.2,1236.093995,0.8627,3.620338504,0.281542715,0.367829913,0.170526966,28.81576979,0.144383615,-31.097183
Bajaj Auto Ltd.,Auto,2707.35,11524.23882,0.5071,10.29431005,0.294910589,0.432342301,0.177719627,18.75548601,0.145056021,8.925769463
Reliance Power Ltd.,Utilities,43.9,1811.489409,0.2502,2.007510627,0.050253326,0.044310966,0.298689635,38.10908287,0.145955193,-23.58572672
Divyashakti Granites Ltd.,Const. Materials,102.4,15.46825884,0.4209,0.005939384,0.126845885,0.146657032,0.121081169,40.70224377,0.148508677,-21.71253823
Coal India Ltd.,Metals & Mining,306.2,27959.81961,0.2035,14.75806423,0.331235445,0.516786721,0.158163611,33.000778,0.148698737,-6.617871302
Persistent Systems Ltd.,IT,639.9,753.0449761,0.6193,0.738569854,0.216319434,0.260580446,0.153822441,25.11472834,0.150286688,-0.458893988
Vinati Organics Ltd.,Chemicals,626.4,475.3842063,0.2739,0.256337721,0.311751044,0.377450079,0.225607651,16.233724,0.150299537,37.88245653
Glaxosmithkline Pharmaceuticals Ltd.,Pharma,2726.15,3396.780126,0.25,0.331355635,0.213160816,0.422392776,0.163319321,7.920226038,0.151282745,-16.81085122
GeeCee Ventures Ltd.,Chemicals,138.85,44.37673355,0.3179,0.113878203,0.030312391,0.029077922,0.097921648,13.31555869,0.151294379,0.688905004
Procter & Gamble Hygiene & Health Care Ltd.,FMCG,6861.45,3276.37108,0.2936,0.315530129,0.317102681,0.453965352,0.184665287,7.12309425,0.151607471,21.65367942
Bharti Infratel Ltd.,E&C,354.25,9638.477104,0.283,8.641624867,0.101050254,0.163078567,0.241157666,12.1059581,0.151806176,-13.68177388
Kewal Kiran Clothing Ltd.,Textile ,1798.7,326.1112527,0.2579,0.005294744,0.207467452,0.317173343,0.222545898,12.78016617,0.15192828,-16.37842864
Dr. Reddys Laboratories Ltd.,Pharma,3159.15,7698.471516,0.7363,12.05141127,0.25854512,0.220004979,0.181964016,19.51465297,0.152462508,3.706196143
FDC Ltd.,Pharma,217.35,568.5792622,0.3111,0.155915143,0.153619574,0.230036711,0.179624136,15.64095033,0.153883002,-4.983606557
Cummins India Ltd.,Cap. Goods,808.5,3296.795954,0.49,2.610503842,0.249967441,0.340471819,0.148742567,13.36388439,0.154652957,-19.92274551
Gandhi Special Tubes Ltd.,Iron & Steel,299.95,64.85509932,0.2673,0.013399165,0.08977237,0.143628007,0.200124265,14.16969456,0.155172554,25.08340284
Engineers India Ltd.,Misc.,152.95,1516.165048,0.4063,6.371479187,0.106294785,0.185850145,0.117804412,11.52364515,0.156761647,28.52941176
National Aluminium Company Ltd.,Metals & Mining,65.05,1849.617816,0.1907,0.911953661,0.09338617,0.170013744,0.197588723,39.91532703,0.157606657,68.52331606
DB Corp Ltd.,Media & Ent.,373.2,1009.331982,0.3008,0.175880948,0.260748289,0.367904542,0.23273593,19.90988626,0.157969236,15.50603528
Torrent Pharmaceuticals Ltd.,Pharma,1375.9,3424.902801,0.2875,3.269800644,0.336686403,0.20858633,0.178237652,13.58710092,0.158920801,-4.640121981
Sinclairs Hotels Ltd.,Hospitality,277.2,22.71262024,0.4772,0.000596664,0.066783787,0.102416428,0.214448653,12.88426064,0.159584291,-12.61034048
Amrit Corp. Ltd.,FMCG,458.75,21.68387244,0.2514,0.000862045,0.052194864,0.086817644,-3.13E-05,22.85619768,0.16000456,34.92647059
Control Print Ltd.,Cons. Durable,252.55,58.22385044,0.4417,0.040346097,0.197272727,0.264480814,0.222104524,19.39467484,0.160817171,-35.21535028
Coral Laboratories Ltd.,Healthcare,614.25,32.25761094,0.2843,0.012817136,0.174556802,0.208066024,0.164332088,18.42065695,0.161055153,7.433318758
Premco Global Ltd.,Textile ,525.55,25.54924322,0.3605,0.012160904,0.343877134,0.481481194,0.247394396,28.28925279,0.16173909,-36.68072289
Caplin Point Laboratories Ltd.,Healthcare,335.6,372.9711496,0.3091,0.240627644,0.529778755,0.676103042,0.203868772,6.750382711,0.163006048,31.38628979
The United Nilgiri Tea Estates Company Ltd.,Agri,316.45,23.2592135,0.5026,0.002829243,0.148384744,0.201757379,0.189283006,21.77408105,0.163096705,-43.82211965
Nucleus Software Exports Ltd.,IT,282.05,134.3605352,0.3938,0.159009295,0.138046138,0.204753007,0.152595132,26.28298277,0.163278222,9.875340865
Sandesh Ltd.,Media & Ent.,879.1,97.88581454,0.2519,0.031456042,0.132514547,0.195660758,0.257381518,35.23374675,0.164285027,-0.198671738
Gateway Distriparks Ltd.,Logistics,248.65,397.6938628,0.7483,0.377376011,0.157714645,0.173396023,0.213194358,27.94418164,0.166864186,-23.05430914
Sun Pharmaceutical Industries Ltd.,Pharma,640.75,22613.91523,0.4503,35.83695414,0.207493868,0.23828059,0.238995547,12.13122085,0.167014417,-19.0921144
Rasoi Ltd.,FMCG,1247.35,35.44983938,0.2507,0.000808084,0.090266294,0.008826069,0.01393908,17.70274354,0.167155488,50.28313253
Alembic Ltd.,Healthcare,36.6,143.7682365,0.3554,0.127429525,0.097594212,0.093505144,0.026766902,10.03890035,0.167327779,-26.5060241
Bharat Electronics Ltd.,Industrials,1411.65,4638.27701,0.2498,5.358540662,0.151756323,0.185960562,0.142265898,15.29152374,0.16858762,4.303975174
TV Today Network Ltd.,Media & Ent.,275.7,241.9314547,0.4258,0.317906176,0.195486142,0.291545488,0.213307729,19.69821069,0.170051441,-15.55895865
Claris Lifesciences Ltd.,Pharma,324.05,260.1159756,0.3901,0.576458315,0.080335068,0.100084838,0.133072453,24.59679143,0.170827893,56.01829562
Container Corporation Of India Ltd.,Logistics,1167.75,3349.236596,0.4321,2.999729267,0.146631132,0.179794132,0.161263359,18.3603631,0.171383177,-9.332660429
Shreyas Shipping & Logistics Ltd.,Logistics,213,68.79897467,0.2675,0.139128152,0.561941496,0.356464543,0.191282076,79.34469214,0.171428567,-45.41260892
Hindustan Media Ventures Ltd.,Media & Ent.,273.4,295.1729212,0.257,0.120490446,0.208939311,0.270835863,0.173675741,27.73243551,0.172016051,-5.266805267
Cupid Ltd.,Healthcare,294.7,48.1846181,0.5154,0.14388759,0.360225005,0.474443794,0.223724705,9.222966696,0.173490347,-28.83361507
Eros International Media Ltd.,Media & Ent.,169.85,234.1481576,0.2646,0.630758037,0.183601342,0.198834159,0.240428661,60.69533131,0.173814533,-29.88648091
VST Industries Ltd.,FMCG,2414.15,548.3834852,0.6784,0.084275069,0.431138583,0.677894524,0.251417466,15.24768565,0.173998236,42.44873875
Natco Pharma Ltd.,Pharma,624.95,1602.436808,0.4872,1.917357354,0.182718394,0.163996696,0.201282867,5.150131599,0.174014502,1.659211061
Lycos Internet Ltd.,IT,8.05,56.3963592,0.6089,0.203988894,0.25452264,0.362774003,0.270997613,347.0088502,0.174869379,-76.66666667
Monsanto India Ltd.,Agri Inputs,2260.85,574.1171543,0.2786,0.734762822,0.27105157,0.360001669,0.18742699,9.691924302,0.175080423,-3.425813203
RS Software (India) Ltd.,IT,116.15,43.92499418,0.606,0.262199821,0.329972576,0.497497191,0.233244914,85.69710868,0.175227702,-16.46889608
Orbit Exports Ltd.,Textile ,311.4,65.73916153,0.3845,0.025409976,0.335139349,0.32495501,0.250236556,24.0659443,0.176097846,-17.44432662
Wipro Ltd.,IT,469.95,16804.77958,0.2675,9.975738519,0.241384152,0.271585382,0.194336649,27.93907518,0.177938489,-15.33957845
Symphony Ltd.,Cons. Durable,1192.55,1227.231795,0.25,0.320509331,0.3451519,0.530880435,0.22175549,4.717077918,0.180101808,5.947938877
Poddar Housing and Development Ltd.,Realty,1077.7,100.1192445,0.3899,1.476287313,0.154914857,0.22131517,0.269302771,11.57779412,0.184702716,-20.80102884
La Opala RG Ltd.,Cons. Disc.,468.5,382.491155,0.3498,0.084387364,0.294584377,0.370851284,0.248243651,5.838834268,0.186763776,-25.59949182
Paushak Ltd.,Chemicals,550,25.94752299,0.332,0.004774608,0.252065895,0.348589284,0.222463021,26.58688879,0.188298008,-42.97563504
Lupin Ltd.,Pharma,1512.05,10040.48952,0.5323,19.94577252,0.304448478,0.375469129,0.249403877,12.71851335,0.188410189,-13.75484828
Housing Development & Infrastructure Ltd.,Realty,63.4,404.7639378,0.6575,12.48044618,0.018102642,0.060582493,0.77391517,25.26103253,0.189119446,-19.08104659
Fluidomat Ltd.,Cap. Goods,170.35,12.34649027,0.4673,0.006385762,0.234603754,0.349673921,0.249826338,22.49067872,0.191946912,-20.73057236
Kitex Garments Ltd.,Textiles,414.5,289.6256109,0.4576,0.349602141,0.451689161,0.414652807,0.292258751,17.64677952,0.193564445,-40.61179168
Just Dial Ltd.,IT,376.05,384.4803272,0.6755,7.463930745,0.189318449,0.315360036,0.240013464,15.34013095,0.193846076,-55.54176272
Kiri Industries Ltd.,Chemicals,322.2,131.9699995,0.6232,2.098856448,0.578799484,0.245793248,0.076432227,70.53017379,0.19499634,192.6430518
AIA Engineering Ltd.,Industrials,1271.65,1764.379064,0.3835,0.498580713,0.223139895,0.272818737,0.236949284,12.37623448,0.195302616,47.48042911
HCL Technologies Ltd.,IT,814.4,16905.64391,0.3964,18.87481111,0.328035393,0.402581073,0.219827297,21.70944816,0.195627012,-3.208937485
Benares Hotels Ltd.,Hospitality,1093.5,20.91129641,0.3754,0.001822582,0.200185236,0.308896219,0.279362596,22.5554165,0.195902583,-8.703819662
Zee Entertainment Enterprises Ltd.,Media & Ent.,463.1,6542.862385,0.5693,13.4833492,0.187324423,0.270314882,0.238364355,7.464164325,0.197299179,9.441096538
The Great Eastern Shipping Company Ltd.,Shipping,384.8,853.4717708,0.6959,0.288138889,0.095579461,0.075025752,0.239244567,40.28287891,0.197432832,4.154824739
Zen Technologies Ltd.,IT,75.5,85.69555997,0.4056,0.084806691,0.150269166,0.164316483,0.206580568,9.165931879,0.20038711,-40.03177125
Fomento Resorts & Hotels Ltd.,Hospitality,120,28.24359966,0.25,0.000340829,0.10470669,0.133399649,0.199242586,19.28748483,0.201193947,-19.19191919
Syngene International Ltd.,Healthcare,582.55,1713.886353,0.2545,0.860648994,0.232681824,0.233063227,0.232236307,5.017252156,0.203512036,38.95050686
Tata Consultancy Services Ltd.,IT,2281.4,66127.30299,0.2666,38.06618827,0.386657173,0.480932339,0.239655584,14.31306068,0.203911508,-4.207255626
Talwalkars Better Value Fitness Ltd.,Misc.,240.65,105.1555311,0.6201,0.278559069,0.178143412,0.167096881,0.382765726,21.45916602,0.204205535,-10.42248278
Reliance Industrial Infrastructure Ltd.,Infra.,400.65,88.99403797,0.5457,1.761649969,0.071718132,0.096114749,0.164845777,10.12352086,0.204565711,-20.29245001
Entertainment Network (India) Ltd.,Media & Ent.,770.25,540.1314521,0.2885,0.056453908,0.144789915,0.230544315,0.243739888,8.117974286,0.207194295,1.932111427
Deep Industries Ltd.,Crude Oil,294.75,138.7466834,0.2992,0.56786873,0.101834567,0.137712012,0.422730995,7.298026217,0.207687923,68.6695279
Ganesh Housing Corporation Ltd.,Realty,71.1,51.25184258,0.4375,0.030525339,0.074534335,0.118961059,0.51211408,49.0304724,0.208125899,-18.90042204
Suven Life Sciences Ltd.,Pharma,174,325.7892167,0.4,0.780587358,0.263790328,0.304983681,0.283538989,15.98748434,0.208599322,-33.42261335
Alphageo (India) Ltd.,Crude Oil,927.05,80.59207453,0.5802,0.433432627,0.198953954,0.197587712,0.197382512,9.018297832,0.209272569,65.19066287
Ajanta Pharma Ltd.,Pharma,1798.8,2328.675851,0.2622,3.484916948,0.438943112,0.569413489,0.306363808,6.357948013,0.212629005,37.6702893
ABM Knowledgeware Ltd.,IT,151.6,44.60625729,0.3508,0.024520443,0.221954163,0.336873951,0.301858773,18.40321609,0.213302839,10.1744186
Panasonic Carbon India Company Ltd.,Cap. Goods,470.85,33.24624726,0.3479,0.019627536,0.142799075,0.219316316,0.204287035,12.429052,0.221190036,-4.72480777
Accelya Kale Solutions Ltd.,IT,1460.1,320.5918086,0.2534,0.055344691,0.599943536,0.930801278,0.335224589,9.445771426,0.222505706,58.17354566
Neyveli Lignite Corporation Ltd.,Utilities,79.9,1971.888615,0.1,0.107942409,0.095212807,0.103261175,0.242351766,30.87233201,0.225008542,-4.139172166
Sunteck Realty Ltd.,Realty,243.05,225.124086,0.2648,0.338058258,0.064711173,0.075538935,0.435747907,13.45239018,0.225164164,-5.922198568
Navkar Corporation Ltd.,Logistics,173.3,363.5476488,0.2714,0.12737863,0.125839506,0.097889591,0.317315085,9.042949126,0.226308834,-16.25996618
HPC Biosciences Ltd.,Agri,49.5,116.2135865,0.7807,0.002104064,0.024254774,0.025691685,0.189937092,0.266271603,0.22944394,23.13432836
Infosys Ltd.,IT,972.25,32850.90321,0.8725,52.83419678,0.259525539,0.353011568,0.26005739,16.23060397,0.231849435,-9.080282415
ITC Ltd.,FMCG,242.7,43275.29191,1,34.42712065,0.320493383,0.481156967,0.33770115,8.973899028,0.243341991,15.5329176
Mahindra Lifespace Developers Ltd.,Realty,359.2,216.8702864,0.492,0.068055344,0.19341301,0.170057092,0.378371311,50.08054437,0.243670416,-24.49022493
eClerx Services Ltd.,IT,1415.2,826.7271984,0.4968,0.360727271,0.352389191,0.440275592,0.282487369,11.39577846,0.2438649,1.641110353
Emami Ltd.,FMCG,1031.25,3443.076696,0.2726,1.58292,0.500537324,0.533357818,0.187248272,6.439727882,0.244117967,5.482534649
Bajaj Corp Ltd.,FMCG,370.6,804.1114637,0.3314,0.25813986,0.406470828,0.527734559,0.283876104,10.26750441,0.24807969,-12.12803794
Kaveri Seed Company Ltd.,Agri Inputs,416.55,423.1376702,0.4251,2.896836841,0.453609312,0.487715364,0.253831374,27.44337398,0.248107069,8.236975445
Zydus Wellness Ltd.,FMCG,867.95,498.8616942,0.2746,0.078625421,0.295653362,0.322348857,0.214036961,8.634056393,0.251091196,0.480435286
MPS Ltd.,Media & Ent.,684.9,187.5659411,0.3223,0.054230906,0.32469334,0.456139433,0.332829175,11.93562108,0.252242803,-11.06927222
Oil India Ltd.,Oil & Gas,475.1,4201.230804,0.3236,2.729752059,0.123671816,0.135225527,0.274459381,23.7510874,0.261405158,18.8492808
Ashiana Housing Ltd.,Realty,141.15,212.5183592,0.3896,0.042001127,0.094786914,0.120664357,0.20499953,6.714882589,0.268108195,-15.09774436
Ruby Mills Ltd.,Textile ,344.65,84.7682806,0.2508,0.051124939,0.174176971,0.094552525,0.197715282,23.32570294,0.268399049,-14.71170502
Binny Ltd.,Textile ,74.05,24.31233161,0.2531,0.003604866,0.008390794,0.019810134,0.518234351,2.975280247,0.270957753,-33.88392857
Divis Laboratories Ltd.,Pharma,737.4,2879.619307,0.4792,6.704522414,0.265402864,0.32999429,0.33074742,10.81719411,0.275151358,-35.1565248
Wonderla Holidays Ltd.,Media & Entertainment,344.15,286.0356717,0.2901,1.476287313,0.201788767,0.275511564,0.356756709,6.358283878,0.280915557,-11.9370522
Tree House Education & Accessories Ltd.,Hotels; Hospitals; Hospitality,23.25,14.47078971,0.7946,0.134746799,0.112394671,0.160518709,0.442978605,143.3548171,0.283254791,-86.21405277
Power Grid Corporation Of India Ltd.,Utilities,188.8,14529.62695,0.421,10.29736168,0.138868505,0.10221173,0.690814797,12.15345037,0.287577491,35.34050179
Anant Raj Ltd.,Realty,44,191.0008566,0.3656,0.749365912,0.03461665,0.041462603,0.461284624,25.34451774,0.29092151,-3.296703297
NHPC Ltd.,Utilities,27.25,4437.712688,0.254,1.645710872,0.083020244,0.093443425,0.414347525,18.57729551,0.297091121,24.71395881
Gujarat Mineral Development  Corporation Ltd.,Metals & Mining,98.95,462.8728809,0.26,0.893087854,0.140192404,0.17313437,0.270779225,30.65387407,0.301539653,15.12507272
Oracle Financial Services Software Ltd.,IT,3139.45,3926.815322,0.2574,1.605850623,0.195233809,0.299620515,0.356249128,9.94420333,0.305508073,-15.99571878
Dolphin Offshore Enterprises (India) Ltd.,Crude Oil,126.15,31.12463835,0.4518,0.202242668,0.16530841,0.171245603,0.361284437,63.1172635,0.311529334,1.203369434
Nyssa Corporation Ltd.,Trading,8.44,3.724624706,0.7349,0.000105612,0.125990561,0.170598704,0.324995735,20.79181934,0.324114685,-90.02364066
Sun TV Network Ltd.,Media & Ent.,532.05,3084.329379,0.25,10.97507052,0.235808861,0.348791117,0.443324232,7.766291163,0.326357405,26.16789187
Oberoi Realty Ltd.,Realty,305.65,1526.078785,0.2746,1.055625282,0.069565103,0.115613692,0.585456191,6.046001747,0.340436831,12.80679092
Krishna Ventures Ltd.,Misc.,591.7,94.00352581,0.2676,1.476287313,0.063659216,0.093775006,0.428755308,0.249352264,0.341297045,4.035164835
Kesar Terminals & Infrastructure Ltd.,Misc.,206.05,33.1185652,0.4008,0.056928941,0.289897509,0.179017109,0.549970607,12.76163531,0.344022275,-2.957660246
Selan Exploration Technology Ltd.,Crude Oil,189.55,45.72844729,0.595,0.271999979,0.104403899,0.163773521,0.411531388,17.33917797,0.356920486,-8.186001453
Esteem Bio Organic Food Processing Ltd.,Agri,39.6,144.8349424,0.7942,0.028169449,0.037381845,0.03899883,0.316412467,0.234501906,0.36214741,-6.493506494
Palred Technologies Ltd.,IT,117.9,14.24422706,0.5535,0.007997561,0.029416471,0.01026512,-0.792636876,4.949266092,0.36738386,-49.78705281
Cairn India Ltd.,Oil & Gas,255.7,7055.843185,0.4012,9.51094702,0.094299364,0.124463783,0.406464475,20.75754749,0.3744234,81.86344239
Adani Ports and Special Economic Zone Ltd.,Infra.,286.05,8714.2648,0.4332,17.10894934,0.236930135,0.145341324,0.486124792,7.059666124,0.376192705,13.60206513
Oswal Agro Mills Ltd.,Finance,10.68,21.0889579,0.5826,1.476287313,0.02590297,0.0321876,0.232634854,20.11821931,0.378059109,-28.94211577
Emami Infrastructure Ltd.,Realty,63.75,22.78644327,0.4194,0.041017293,0.297149877,0.125175835,1,12.1744481,0.422115278,51.2455516
Mac Charles (India) Ltd.,Hospitality,660,127.1888481,0.2537,0.011719491,0.098004724,0.156423206,0.204525285,4.16147792,0.432274275,164.6351243
Hindustan Zinc Ltd.,Metals & Mining,264.5,16440.08322,0.3508,6.65124618,0.15970003,0.23762187,0.436585051,8.995325512,0.43612185,81.53740563
Sagar Cements Ltd.,Const. Materials,687.6,182.0653043,0.4307,0.091414365,0.778039098,0.675384888,0.053645921,35.71821674,0.455955423,48.28552944
Arrow Greentech Ltd.,Plastic Products,503.25,86.90980493,0.2905,1.476287313,0.584111538,0.764761752,0.584799214,5.584145545,0.460111638,-37.23497131
Gujarat State Petronet Ltd.,Oil & Gas,137.4,1138.971629,0.6232,0.61303718,0.137953961,0.17073826,0.682043291,9.346997527,0.464260403,-4.550191039
Parsvnath Developers Ltd.,Realty,13.55,86.74175226,0.2894,0.063503392,0.131565473,0.056555115,0.418706351,87.90786215,0.470251461,-50.27522936
Gujarat Pipavav Port Ltd.,Infra.,134.55,956.8525212,0.5699,0.756073095,0.216470995,0.261984681,0.480978101,7.248991716,0.498450452,-14.84177215
Nesco Ltd.,Realty,2084.6,432.1295245,0.3183,0.07858303,0.198969419,0.326630185,0.674294175,4.50111573,0.500394588,22.27827311
NMDC Ltd.,Metals & Mining,135.95,6327.315133,0.2,5.832015473,0.206376208,0.315119642,0.614422798,19.52867803,0.519543298,50.05518764
MOIL Ltd.,Metals & Mining,401.25,786.1371597,0.2,0.900880396,0.1315126,0.199898169,0.405667162,10.47211024,0.519901877,81.89029918
Texmaco Infrastructure & Holdings Ltd.,Diversified,42.15,79.00897877,0.393,0.045096632,0.018728513,0.025149222,0.178563432,2.147983718,0.528548701,-2.090592334
SJVN Ltd.,Utilities,30.15,1834.64673,0.1003,0.190983201,0.185034309,0.183345962,0.637475865,15.35685292,0.63221577,-9.186746988
Noida Toll Bridge Company Ltd.,Infra.,13.55,37.11300706,0.7363,0.109569035,0.159035547,0.178100192,0.685378248,33.23100839,0.637150987,-45.36290323
Zandu Realty Ltd.,Healthcare,1212.8,14.38661182,0.6449,0.046083395,0.313659932,0.37649139,-0.03479359,60.4107493,0.739495528,-20.22889466
IST Ltd.,Auto & Auto Anc.,705,60.48248422,0.4996,0.001307692,0.165861226,0.178398465,0.681101931,12.72225324,0.744015244,9.048723898
Marathon Nextgen Realty Ltd.,Realty,196.3,82.11606872,0.25,0.015076581,0.072626581,0.099256171,0.201327011,2.84074196,1,19.69512195
Uniphos Enterprises Ltd.,Trading,68.75,70.33358269,0.2781,0.020531225,0.031864494,0.034805179,-0.491842711,0.271904249,1,63.69047619
Maharashtra Scooters Ltd.,Auto & Auto Anc.,1597.35,268.5410737,0.49,0.190228607,0.201088779,0.223038697,-1,0.259021829,1,12.87894848
Deccan Gold Mines Ltd.,Metals & Mining,45.35,60.25810839,0.7145,0.0907764,-1,-1,0.076952636,137.1983935,0.030487518,8.363201912
Krebs Biochemicals & Industries  Ltd.,Healthcare,80,14.6093385,0.4023,0.002768857,-1,-0.061503902,0.076952636,137.1983935,0.030487518,-42.02898551
Supreme Holdings & Hospitality (India) Ltd.,Realty,30,15.65615633,0.3616,7.56E-05,-0.001997652,-0.002568369,0.076952636,137.1983935,0.030487518,-36.84210526
Orissa Minerals Development Company Ltd.,Metals & Mining,2426.6,214.1747467,0.4999,0.184904294,0.021523283,0.03143214,0.076952636,137.1983935,0.030487518,27.35049463
Hinduja Foundries Ltd.,Auto & Auto Anc.,33.15,100.9687922,0.8163,0.007706581,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,-9.053497942
OK Play India Ltd.,Plastic Products,134,35.44573817,0.3947,0.012300684,-0.040671772,0.134831597,0.076952636,137.1983935,0.030487518,-7.394609537
Gammon Infrastructure Projects Ltd.,Infra.,3.7,51.26174827,0.4156,0.051187914,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,-45.98540146
Gammon India Ltd.,Infra.,12.35,67.00888648,0.8717,0.080641526,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,-39.46078431
Nelco Ltd.,Telecom,81.5,27.35656943,0.499,0.179230383,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,-33.08702791
Walchandnagar Industries Ltd.,Cap. Goods,149.6,83.77908997,0.45,0.351220284,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,-17.73439648
MRF Ltd.,Auto Anc,51579.2,3217.9281,0.7251,9.111151983,0.058121525,0.134831597,0.076952636,137.1983935,0.030487518,27.61064049
